
Raum 37,3AHITM,7:00,8:00
Raum 19,1AHITM,7:00,8:00
Raum 30,3AHIF,8:00,9:00
Raum 39,3AHITM,7:00,8:00
Raum 14,4AHIF,7:00,8:00

Laptop Nummer,Verbrauch,Uhrzeit
2001,0 W,10:04
2008,3.34 W,09:57
2004,2.31 W,09:11
2000,4.87 W,09:55
2008,0 W,10:04
2007,2.52 W,10:37
2005,0 W,09:02
2001,3.24 W,09:09
2003,0.2 W,10:16
2009,0.45 W,09:46
2009,1.86 W,09:44
2004,4.16 W,10:56
2009,3.42 W,09:19
2004,2.7 W,09:14
2001,3.42 W,10:24
2008,3.81 W,09:59
2000,0 W,10:36
2002,1.13 W,11:00
2004,1.08 W,10:15
2003,4.41 W,10:51
2004,0 W,10:25
2004,0 W,09:17
2008,0 W,10:09
2002,0 W,10:06
2009,0.58 W,09:12
2007,3.34 W,10:41
2009,0 W,09:45
2006,0 W,09:53
2005,3.51 W,10:38
2000,4.42 W,10:38
2000,1.49 W,10:32
2009,4.48 W,09:16
2005,0 W,09:10
2000,4.33 W,09:47
2008,0 W,09:39
2006,0 W,09:24
2002,3.38 W,09:30
2006,0.61 W,09:46
2005,0.31 W,09:46
2007,0 W,09:36
2001,0.65 W,10:08
2003,0 W,09:31
2009,4.23 W,09:38
2006,4.49 W,09:44
2006,0.37 W,09:45
2001,1.28 W,09:37
2008,3.21 W,10:47
2007,0.68 W,09:07
2006,0 W,10:55
2007,2.86 W,09:51
2003,1.78 W,10:19
2004,0 W,10:25
2003,4.46 W,10:03
2003,3.5 W,09:59
2000,2.79 W,09:26
2009,4.14 W,10:10
2005,2.69 W,10:02
2006,3.29 W,10:18
2009,1.63 W,10:20
2006,4.64 W,09:56
2008,0 W,10:11
2006,3.7 W,09:35
2009,4.5 W,09:48
2007,1.09 W,09:33
2002,3.36 W,10:59
2004,3.45 W,09:45
2008,0 W,10:55
2004,0.6 W,10:49
2009,0 W,10:44
2009,2.92 W,09:01
2004,1.05 W,09:10
2000,1.19 W,10:09
2007,2.58 W,09:04
2001,0 W,10:49
2009,1.16 W,09:14
2007,0.87 W,09:55
2005,3.3 W,10:16
2003,4.12 W,09:30
2008,0 W,10:16
2006,0.6 W,10:04
2009,4.87 W,09:03
2005,0 W,09:24
2006,0 W,10:34
2009,1.25 W,10:09
2003,1.61 W,09:19
2007,0.67 W,10:47
2001,2.04 W,09:17
2009,4.5 W,09:48
2004,4.47 W,10:26
2003,0.52 W,10:52
2002,1.6 W,09:17
2008,2.91 W,09:53
2000,4.93 W,10:51
2007,3.84 W,10:40
2009,4.72 W,09:52
2005,0 W,09:52
2009,2.24 W,10:00
2007,3.07 W,10:26
2004,4.24 W,09:50
2003,4.29 W,10:05
2007,0 W,10:04
2006,3.85 W,10:21
2006,3.63 W,09:11
2005,1.48 W,10:44
2009,3.76 W,10:05
2007,0 W,10:56
2001,0 W,10:16
2002,1.74 W,10:47
2002,0.34 W,09:52
2001,2.21 W,09:28
2000,3.18 W,09:37
2005,0.62 W,09:56
2000,0 W,09:32
2006,4.56 W,09:52
2006,0.6 W,10:04
2002,0 W,10:16
2005,0.35 W,09:06
2006,4.92 W,09:12
2007,1.71 W,09:59
2009,2.24 W,10:00
2006,0 W,09:48
2004,1.74 W,10:08
2009,3.4 W,10:12
2007,3.06 W,10:35
2006,1.89 W,09:36
2001,3.37 W,09:24
2009,0.58 W,10:48
2000,4.42 W,10:19
2004,0 W,10:02
2001,3.97 W,10:32
2007,1.42 W,10:11
2004,2.85 W,09:02
2005,1.43 W,09:53
2007,3.69 W,10:38
2005,2.0 W,10:30
2004,4.0 W,09:30
2002,0 W,10:02
2009,4.87 W,09:03
2006,0.42 W,10:07
2004,0 W,09:43
2002,2.43 W,10:22
2008,0.96 W,09:12
2001,3.59 W,09:49
2006,3.08 W,10:36
2000,1.27 W,09:19
2002,1.84 W,10:28
2001,2.16 W,09:59
2003,3.21 W,09:08
2000,1.19 W,10:09
2003,1.61 W,09:19
2004,0 W,09:24
2002,0 W,10:42
2000,2.01 W,10:30
2005,0 W,09:26
2003,0 W,09:24
2003,1.78 W,10:19
2006,3.86 W,09:10
2005,2.9 W,10:11
2002,0.8 W,09:09
2007,1.64 W,10:53
2007,3.84 W,10:40
2000,3.72 W,09:51
2000,4.79 W,10:27
2003,2.61 W,10:18
2006,0 W,10:38
2009,2.16 W,09:54
2005,2.95 W,10:53
2001,0.69 W,10:35
2009,1.69 W,10:14
2009,0 W,10:56
2001,0 W,09:03
2008,4.15 W,10:39
2006,3.4 W,09:06
2000,2.79 W,09:26
2005,0 W,09:52
2009,3.76 W,10:05
2008,4.56 W,10:19
2002,2.67 W,10:03
2009,0 W,10:38
2004,4.47 W,10:26
2001,2.05 W,09:50
2009,1.09 W,10:18
2009,4.99 W,10:45
2003,0 W,10:32
2002,0.61 W,09:00
2003,4.67 W,10:10
2005,0 W,09:30
2009,4.55 W,10:13
2002,2.81 W,10:21
2001,0 W,09:43
2009,2.75 W,09:10
2009,4.07 W,10:42
2000,4.18 W,10:40
2002,2.63 W,10:00
2009,2.34 W,10:16
2005,3.32 W,09:17
2009,0.95 W,10:26
2003,0.49 W,09:34
2005,2.68 W,09:13
2001,3.59 W,09:49
2003,0.85 W,10:22
2002,4.18 W,10:37
2000,4.93 W,10:51
2007,0 W,09:32
2004,1.12 W,09:57
2003,2.7 W,10:06
2009,3.17 W,09:58
2001,0.94 W,10:42
2005,4.72 W,09:08
2007,2.52 W,10:37
2009,0.48 W,09:35
2004,3.86 W,09:38
2007,4.02 W,09:26
2009,0 W,10:38
2005,0.45 W,09:49
2005,1.48 W,10:44
2005,2.36 W,10:52
2009,1.36 W,09:42
2008,1.85 W,10:05
2003,4.51 W,09:07
2002,3.98 W,09:24
2008,0 W,10:50
2000,1.46 W,10:45
2007,0.33 W,10:17
2001,3.14 W,09:11
2005,4.99 W,09:33
2002,0.73 W,10:29
2001,2.6 W,10:27
2001,0 W,10:55
2000,2.22 W,09:27
2000,0.69 W,10:21
2006,1.79 W,09:30
2008,1.34 W,09:27
2000,2.01 W,10:30
2005,1.44 W,09:25
2004,4.01 W,10:45
2000,0 W,09:22
2002,4.15 W,09:15
2008,0.95 W,09:46
2002,0.47 W,09:40
2007,1.06 W,09:54
2003,0.89 W,09:12
2000,2.17 W,10:47
2008,2.33 W,10:53
2008,3.51 W,09:31
2002,4.2 W,10:41
2004,4.84 W,09:54
2006,0 W,09:18
2002,0 W,09:08
2004,4.65 W,10:16
2001,3.33 W,09:55
2002,1.51 W,10:17
2001,4.25 W,09:42
2003,0 W,10:53
2001,3.87 W,10:44
2005,0 W,10:36
2000,2.17 W,10:47
2001,0 W,09:23
2005,1.57 W,10:57
2002,0 W,10:51
2000,4.74 W,09:07
2003,0.56 W,09:01
2007,3.9 W,09:35
2001,2.59 W,10:03
2008,2.1 W,09:38
2009,1.58 W,09:00
2009,2.84 W,10:53
2000,3.6 W,09:16
2000,2.66 W,09:33
2002,0 W,10:54
2000,1.24 W,09:21
2004,2.78 W,09:13
2001,3.94 W,10:57
2003,3.94 W,09:22
2006,2.21 W,10:22
2004,3.32 W,10:14
2004,1.23 W,09:32
2005,0.35 W,09:06
2008,3.3 W,09:54
2003,0.41 W,10:47
2000,3.16 W,09:11
2008,4.11 W,09:14
2002,0.85 W,09:34
2009,0 W,10:55
2003,2.37 W,09:21
2004,2.85 W,09:02
2000,3.3 W,09:01
2008,3.1 W,10:59
2004,4.44 W,10:12
2009,2.34 W,10:16
2009,2.59 W,10:35
2003,0 W,10:32
2008,1.45 W,10:26
2004,0 W,10:27
2008,1.66 W,10:20
2007,0 W,09:39
2007,4.48 W,09:30
2007,0 W,09:13
2004,1.53 W,10:11
2005,0 W,09:51
2006,4.29 W,10:25
2002,0 W,10:26
2003,3.63 W,10:40
2004,2.59 W,10:50
2007,0 W,09:19
2009,4.48 W,09:16
2008,0.88 W,10:38
2004,0 W,09:53
2003,4.51 W,09:07
2008,0 W,09:11
2009,0 W,09:08
2006,4.73 W,09:04
2009,1.16 W,10:57
2002,0.8 W,09:09
2006,3.63 W,10:03
2000,4.79 W,10:27
2008,1.45 W,10:26
2008,0 W,09:11
2004,2.16 W,10:48
2002,4.41 W,10:27
2007,0 W,10:30
2003,0 W,09:11
2007,0 W,10:18
2001,3.43 W,10:11
2004,3.67 W,10:43
2007,0.38 W,09:44
2001,0 W,10:09
2006,2.63 W,10:13
2007,0.47 W,10:25
2006,4.65 W,10:19
2008,3.84 W,10:01
2000,3.72 W,09:51
2004,4.67 W,10:33
2009,1.48 W,10:59
2008,0 W,09:13
2007,3.36 W,09:45
2005,0.18 W,09:00
2006,4.73 W,09:04
2003,0 W,11:00
2004,4.65 W,10:16
2004,0.43 W,10:54
2007,0.47 W,10:25
2005,0.63 W,10:34
2001,4.65 W,10:34
2007,3.41 W,10:52
2004,3.13 W,09:35
2009,2.92 W,09:01
2004,1.23 W,09:32
2000,0.53 W,10:42
2000,0.53 W,10:42
2005,1.44 W,09:25
2008,0.2 W,09:01
2003,4.89 W,09:27
2003,4.41 W,10:51
2003,0 W,09:41
2008,3.06 W,09:32
2007,3.2 W,09:31
2009,0 W,10:55
2004,4.1 W,10:20
2007,1.75 W,09:47
2007,3.57 W,10:09
2008,1.01 W,10:18
2009,3.01 W,10:31
2009,1.9 W,10:37
2000,3.83 W,09:48
2008,0 W,10:14
2008,0.36 W,10:44
2009,2.59 W,10:35
2006,1.67 W,10:29
2002,0 W,10:35
2004,4.18 W,10:57
2006,1.79 W,09:30
2007,1.66 W,10:08
2003,4.44 W,10:01
2000,4.87 W,09:54
2002,0 W,09:14
2000,2.01 W,10:30
2005,3.2 W,10:12
2008,0 W,10:50
2006,0 W,09:07
2003,2.61 W,10:18
2001,3.56 W,09:54
2007,0.42 W,10:20
2000,3.16 W,09:11
2003,0.67 W,09:56
2006,0 W,09:53
2007,0.61 W,09:56
2003,0.44 W,09:33
2008,1.56 W,10:15
2009,0.16 W,11:00
2007,0 W,09:40
2003,4.67 W,10:10
2009,0 W,10:44
2001,0.94 W,10:42
2005,3.41 W,09:09
2004,0 W,10:19
2000,0 W,10:03
2003,3.4 W,10:14
2006,0 W,10:27
2002,4.2 W,10:41
2001,3.98 W,09:01
2006,3.4 W,09:06
2007,0.32 W,09:17
2001,3.41 W,09:32
2009,3.01 W,10:31
2000,2.52 W,10:16
2002,4.94 W,09:05
2005,3.5 W,10:17
2008,0.88 W,10:38
2006,1.88 W,09:49
2003,0 W,10:50
2001,1.0 W,10:48
2009,0 W,09:09
2002,0 W,10:02
2007,1.45 W,10:50
2003,0 W,09:13
2007,0.81 W,09:34
2003,0 W,10:57
2003,4.06 W,09:50
2004,0.6 W,10:49
2003,2.27 W,09:10
2007,0.14 W,10:44
2004,0 W,10:19
2002,2.43 W,10:22
2003,4.53 W,09:47
2006,2.12 W,10:14
2004,2.7 W,09:14
2000,1.19 W,10:09
2008,0 W,10:00
2003,0.41 W,10:47
2006,2.0 W,09:26
2009,0 W,09:56
2009,2.4 W,09:41
2001,1.79 W,10:25
2003,0 W,10:27
2006,0.76 W,10:49
2007,2.94 W,09:38
2007,0 W,10:04
2005,0 W,09:28
2008,1.34 W,10:22
2009,1.97 W,09:39
2002,4.76 W,09:48
2000,4.33 W,09:47
2007,4.2 W,10:07
2004,0 W,09:29
2000,2.7 W,09:24
2007,3.99 W,10:06
2006,2.0 W,09:26
2005,1.2 W,10:40
2006,2.06 W,09:22
2004,1.21 W,09:46
2007,4.75 W,09:21
2002,0 W,09:32
2009,4.14 W,10:10
2007,0 W,10:56
2009,4.48 W,09:16
2000,4.49 W,09:12
2001,3.04 W,10:36
2003,4.06 W,09:50
2009,1.33 W,10:33
2001,2.86 W,10:29
2006,1.76 W,10:43
2002,2.21 W,09:16
2004,0 W,09:15
2007,1.05 W,09:29
2000,4.18 W,10:40
2008,0.71 W,10:02
2006,0 W,10:32
2004,0 W,10:25
2003,0 W,09:11
2001,2.8 W,09:53
2001,2.21 W,10:22
2003,4.14 W,10:02
2004,2.98 W,09:00
2002,3.76 W,10:44
2003,2.46 W,10:15
2001,3.43 W,10:11
2005,1.48 W,10:44
2005,1.67 W,10:35
2005,2.23 W,09:23
2001,0 W,10:21
2008,1.64 W,10:31
2004,1.19 W,09:33
2008,0 W,10:16
2003,2.38 W,09:45
2000,0 W,10:17
2001,2.33 W,09:31
2003,2.6 W,09:25
2002,3.74 W,10:56
2006,4.28 W,09:20
2009,0.48 W,09:35
2006,3.08 W,10:36
2002,3.76 W,10:32
2000,2.17 W,10:47
2002,4.8 W,10:50
2008,0 W,09:04
2009,4.28 W,09:37
2001,3.24 W,09:09
2002,0 W,10:49
2003,2.51 W,09:20
2008,4.9 W,10:42
2008,0 W,09:11
2002,1.3 W,10:15
2006,0.24 W,09:28
2009,1.97 W,09:55
2007,1.42 W,10:11
2006,0 W,10:02
2001,0.94 W,10:42
2006,0 W,09:29
2009,0.24 W,09:49
2005,1.44 W,09:25
2009,0 W,10:17
2003,0.62 W,10:21
2009,0 W,09:09
2004,4.44 W,10:12
2003,3.5 W,09:59
2008,0 W,09:10
2006,3.86 W,09:10
2003,0.89 W,09:12
2001,4.53 W,09:51
2002,2.99 W,09:07
2008,2.95 W,09:06
2005,1.31 W,10:13
2006,0.93 W,10:58
2001,4.65 W,10:34
2005,1.53 W,10:20
2001,0 W,09:14
2009,3.78 W,09:13
2002,0.8 W,09:09
2004,1.16 W,10:22
2005,3.93 W,09:32
2009,2.98 W,10:03
2000,3.6 W,09:16
2005,2.0 W,10:30
2005,2.23 W,09:23
2008,0 W,10:00
2004,1.13 W,09:56
2006,0.77 W,10:50
2001,0.55 W,09:08
2006,3.62 W,10:30
2004,1.05 W,10:32
2004,0 W,10:53
2002,3.09 W,09:51
2007,0 W,10:56
2006,3.62 W,10:30
2008,2.89 W,09:18
2000,4.79 W,10:27
2003,4.83 W,10:34
2001,0.55 W,09:08
2007,0 W,11:00
2002,4.8 W,10:50
2000,4.93 W,10:51
2007,3.41 W,10:52
2000,0.66 W,09:44
2009,4.93 W,10:30
2006,2.06 W,09:22
2005,0 W,09:02
2009,4.99 W,10:45
2005,1.87 W,10:14
2008,3.51 W,09:31
2005,0 W,10:24
2002,0 W,10:51
2009,1.48 W,10:59
2004,4.16 W,10:56
2009,3.84 W,10:06
2004,4.16 W,10:56
2001,3.41 W,09:32
2007,2.13 W,09:27
2006,4.92 W,09:12
2003,3.21 W,09:08
2008,0.96 W,09:12
2008,0 W,09:00
2005,2.37 W,10:08
2003,4.1 W,09:55
2008,0.2 W,09:01
2001,3.42 W,10:24
2007,1.05 W,09:29
2003,3.86 W,09:40
2002,4.8 W,10:50
2006,4.13 W,10:51
2006,0 W,10:54
2005,1.31 W,10:13
2005,2.36 W,10:52
2003,0 W,10:45
2002,1.15 W,09:41
2006,3.13 W,10:37
2007,0.32 W,09:17
2002,0 W,09:20
2009,4.25 W,10:50
2006,0 W,10:54
2002,4.43 W,10:19
2004,0.61 W,09:12
2006,2.28 W,10:28
2009,2.59 W,10:35
2005,1.94 W,10:47
2002,1.2 W,10:34
2002,0 W,10:26
2006,0 W,10:02
2007,0 W,10:23
2004,4.67 W,09:09
2004,0.6 W,10:49
2003,2.91 W,10:04
2003,2.38 W,09:45
2008,0 W,09:36
2007,4.79 W,10:59
2000,3.01 W,09:46
2009,0.48 W,09:35
2003,4.25 W,09:38
2001,1.98 W,10:58
2009,4.48 W,09:16
2002,2.43 W,10:22
2002,4.2 W,10:41
2003,1.7 W,09:05
2007,1.45 W,10:50
2009,2.24 W,10:01
2008,0.33 W,10:17
2003,1.7 W,09:05
2000,0 W,09:30
2000,1.34 W,09:09
2005,2.88 W,10:05
2003,0.67 W,09:56
2009,2.34 W,10:16
2001,1.98 W,10:58
2006,2.0 W,09:26
2005,0.31 W,09:46
2003,1.54 W,10:12
2007,2.52 W,10:37
2003,3.78 W,10:30
2004,2.7 W,09:14
2005,3.52 W,09:14
2005,0 W,09:26
2009,2.52 W,10:25
2007,0 W,11:00
2003,3.63 W,10:40
2005,0.89 W,10:01
2006,1.79 W,09:30
2002,4.63 W,09:04
2000,4.8 W,10:29
2005,2.0 W,10:30
2000,3.1 W,10:37
2007,4.47 W,10:24
2006,2.45 W,10:26
2005,2.97 W,10:45
2004,0 W,09:04
2001,1.98 W,10:58
2000,0.18 W,09:10
2006,1.69 W,09:03
2003,4.67 W,10:37
2005,0.32 W,09:58
2007,4.54 W,09:25
2007,3.98 W,10:03
2009,0 W,09:26
2008,3.3 W,09:54
2002,3.76 W,10:32
2002,2.04 W,09:39
2009,3.76 W,10:05
2008,0 W,10:58
2003,4.46 W,10:03
2000,4.21 W,09:03
2009,2.52 W,10:52
2005,3.25 W,09:57
2005,2.88 W,10:05
2005,0 W,10:36
2008,0 W,10:00
2006,1.05 W,10:56
2004,0 W,09:47
2002,1.74 W,10:23
2008,2.01 W,10:57
2006,4.74 W,09:16
2009,2.92 W,09:01
2009,2.52 W,10:25
2002,2.79 W,10:33
2009,4.48 W,09:16
2001,3.85 W,09:33
2003,3.7 W,09:48
2002,0 W,09:08
2004,3.66 W,09:42
2009,0 W,09:08
2005,0 W,09:30
2006,1.43 W,09:40
2008,0 W,10:58
2005,4.89 W,10:46
2007,1.85 W,09:46
2003,0 W,10:50
2006,2.79 W,09:09
2005,1.27 W,09:20
2006,1.3 W,09:19
2000,3.3 W,09:38
2002,4.15 W,09:15
2003,0 W,09:16
2006,4.94 W,10:00
2002,1.3 W,10:15
2004,0 W,10:24
2001,5.0 W,10:26
2009,0.24 W,09:49
2009,1.44 W,09:53
2007,3.61 W,10:00
2009,1.36 W,09:42
2004,2.36 W,10:58
2000,4.26 W,09:52
2006,3.13 W,10:37
2006,0 W,10:54
2009,2.33 W,10:22
2002,0 W,10:16
2006,4.29 W,10:33
2001,1.68 W,10:53
2005,3.25 W,09:57
2009,0.78 W,09:31
2007,0 W,10:39
2006,3.27 W,10:40
2002,3.38 W,09:06
2004,3.32 W,10:14
2008,3.56 W,09:24
2000,4.01 W,10:56
2007,3.07 W,10:26
2004,0 W,09:58
2005,0 W,09:27
2005,1.34 W,09:42
2003,0 W,09:16
2000,1.1 W,10:08
2001,1.97 W,10:13
2007,0 W,09:53
2003,2.51 W,10:20
2006,1.76 W,10:43
2004,1.13 W,09:56
2008,2.57 W,09:44
2007,0.49 W,10:02
2005,1.46 W,10:33
2002,0 W,10:42
2006,4.06 W,09:25
2002,4.72 W,09:36
2005,3.95 W,09:22
2007,3.69 W,10:38
2006,4.13 W,10:51
2002,0 W,09:20
2007,1.06 W,09:54
2007,4.48 W,09:30
2002,3.55 W,10:14
2007,1.23 W,10:34
2002,0 W,09:27
2007,4.49 W,09:09
2005,1.27 W,09:20
2003,4.41 W,10:51
2000,2.17 W,10:47
2007,0 W,09:39
2001,2.62 W,09:39
2006,2.26 W,10:39
2003,0.89 W,09:12
2008,3.34 W,09:57
2006,0.45 W,09:05
2005,3.5 W,10:17
2004,0 W,10:24
2006,3.02 W,10:42
2009,0.58 W,09:12
2002,1.25 W,10:12
2004,3.41 W,09:27
2001,0 W,10:54
2001,3.14 W,09:11
2003,0.2 W,10:16
2000,2.33 W,09:18
2003,0.11 W,10:55
2003,0 W,10:54
2007,0 W,09:40
2001,4.53 W,09:51
2004,0.43 W,10:54
2006,3.22 W,10:52
2008,4.26 W,09:58
2008,0 W,10:11
2001,3.33 W,10:52
2009,0 W,09:28
2004,1.57 W,09:36
2004,1.73 W,10:44
2001,1.97 W,10:13
2008,0.33 W,10:17
2003,1.7 W,09:05
2005,2.84 W,09:48
2007,2.94 W,09:38
2000,2.37 W,09:56
2003,4.06 W,09:50
2003,4.37 W,10:00
2000,0.18 W,09:10
2007,4.4 W,09:41
2007,2.52 W,10:37
2003,4.51 W,09:07
2000,2.01 W,10:30
2002,1.22 W,09:43
2003,4.89 W,09:27
2005,2.95 W,10:53
2009,3.08 W,09:05
2001,4.23 W,10:12
2008,4.43 W,09:08
2003,4.41 W,10:51
2003,4.64 W,10:41
2001,4.25 W,09:42
2005,2.88 W,10:05
2004,0.41 W,10:01
2001,0 W,09:43
2002,4.41 W,10:27
2003,2.61 W,10:18
2000,3.1 W,10:37
2000,2.3 W,10:10
2001,4.87 W,10:51
2001,0.22 W,10:10
2008,1.46 W,09:03
2001,4.26 W,10:33
2000,3.79 W,09:06
2001,2.8 W,09:36
2002,1.15 W,09:41
2000,1.49 W,10:49
2004,4.62 W,09:08
2009,4.25 W,10:50
2006,4.53 W,09:13
2000,4.0 W,09:45
2000,2.31 W,10:55
2009,0.45 W,09:46
2005,0 W,11:00
2002,2.81 W,10:21
2004,4.67 W,09:09
2005,0.89 W,10:01
2007,3.99 W,10:06
2004,1.67 W,10:36
2004,4.05 W,10:13
2008,1.03 W,10:30
2002,1.15 W,09:41
2002,4.9 W,09:45
2001,1.73 W,09:05
2003,3.97 W,09:57
2004,4.16 W,10:56
2007,0 W,10:14
2008,3.89 W,09:34
2001,0 W,10:38
2004,3.13 W,09:35
2006,1.3 W,09:19
2001,2.87 W,09:27
2000,1.3 W,10:59
2007,3.57 W,10:09
2000,0 W,10:03
2008,3.1 W,10:59
2005,0.62 W,09:56
2006,0 W,09:53
2006,1.88 W,09:49
2005,2.36 W,10:52
2005,1.26 W,09:59
2000,3.38 W,10:39
2006,0.72 W,10:12
2004,0 W,10:03
2009,1.65 W,10:36
2002,0 W,09:14
2004,0.53 W,09:28
2004,3.13 W,09:35
2006,3.02 W,10:42
2001,0 W,09:23
2003,0 W,10:31
2004,1.05 W,09:10
2000,4.42 W,10:38
2009,0 W,10:17
2001,4.42 W,09:47
2005,0 W,09:51
2005,3.65 W,09:05
2003,1.8 W,10:13
2005,1.87 W,10:14
2007,4.48 W,09:30
2007,0.25 W,10:28
2004,3.98 W,09:48
2005,2.23 W,09:23
2003,2.84 W,09:06
2004,0 W,10:19
2007,4.31 W,10:58
2006,0.72 W,10:12
2008,0.47 W,10:28
2006,4.94 W,10:00
2009,0.58 W,10:48
2007,1.36 W,09:11
2007,1.05 W,09:29
2008,1.03 W,10:30
2001,3.76 W,09:13
2009,0 W,10:55
2004,2.36 W,10:58
2005,2.03 W,09:01
2000,1.7 W,10:02
2004,0 W,10:53
2003,1.21 W,09:36
2001,3.02 W,10:18
2003,0 W,09:02
2008,3.15 W,09:05
2007,0.83 W,10:57
2002,0.42 W,10:43
2008,0 W,10:04
2000,3.2 W,10:53
2005,3.2 W,10:12
2007,0 W,09:20
2000,2.65 W,09:20
2003,0 W,11:00
2007,2.6 W,10:55
2001,2.16 W,09:59
2003,4.14 W,10:02
2006,3.63 W,09:11
2009,0 W,09:20
2009,1.16 W,09:14
2004,0.41 W,10:01
2008,4.43 W,09:08
2001,4.26 W,10:33
2002,3.36 W,10:59
2002,3.76 W,10:44
2002,0 W,10:05
2000,2.22 W,09:27
2004,2.56 W,10:35
2000,0 W,10:36
2007,2.34 W,10:05
2001,4.12 W,09:18
2007,0 W,09:20
2002,0 W,10:53
2003,2.46 W,10:15
2000,3.1 W,10:37
2001,4.61 W,09:44
2003,2.37 W,09:21
2006,1.3 W,09:19
2004,4.65 W,10:16
2000,0.67 W,09:13
2009,4.01 W,09:33
2004,1.61 W,10:31
2004,0 W,10:51
2000,1.27 W,09:19
2007,0.66 W,10:13
2004,4.92 W,10:29
2009,0.96 W,10:02
2006,0.37 W,09:45
2000,4.61 W,09:29
2000,4.26 W,09:52
2003,0 W,09:15
2003,0 W,09:15
2004,2.48 W,10:59
2004,4.28 W,10:55
2002,1.77 W,09:26
2003,2.61 W,10:18
2001,2.18 W,09:04
2002,0 W,10:26
2008,0.96 W,09:12
2004,0.61 W,09:12
2001,4.83 W,10:39
2006,1.69 W,09:03
2008,0 W,10:21
2007,1.42 W,10:11
2008,3.89 W,09:34
2006,0.24 W,09:28
2003,0 W,10:35
2009,0 W,09:26
2000,0 W,10:03
2001,0 W,10:49
2004,0.61 W,09:12
2001,1.03 W,10:07
2008,4.0 W,10:10
2008,1.01 W,10:27
2003,1.83 W,10:38
2009,0 W,10:56
2008,0 W,09:13
2005,1.34 W,09:42
2000,2.45 W,09:57
2004,4.92 W,10:29
2003,0 W,11:00
2002,0 W,10:57
2008,2.89 W,09:18
2000,0 W,09:30
2003,1.94 W,10:43
2002,4.3 W,09:37
2005,1.82 W,10:25
2003,3.78 W,10:30
2002,1.35 W,09:13
2009,1.63 W,10:20
2007,0 W,09:36
2000,3.16 W,09:11
2003,0 W,11:00
2000,3.1 W,10:37
2003,1.61 W,09:19
2006,4.65 W,10:19
2005,0 W,09:10
2000,0 W,09:50
2000,4.21 W,09:03
2001,2.04 W,09:17
2009,0.28 W,10:24
2008,0.2 W,09:01
2009,1.86 W,09:44
2003,0.41 W,09:32
2000,1.89 W,10:58
2004,0 W,09:04
2009,4.48 W,09:16
2007,3.36 W,09:45
